Name,StudyHours,Attendance,Result,ResultNumeric
Parth Shah 8333,6.0,93.9,Pass,1
Neel Rana 8334,3.9,30.3,Fail,0
Neel Desai 8335,1.6,63.0,Fail,0
Manav Mehta 8336,2.0,76.0,Fail,0
Utsav Shah 8337,8.0,71.9,Pass,1
Sumit Gupta 8338,8.8,58.2,Fail,0
Smit Singh 8339,1.6,57.3,Fail,0
Miraj Kapoor 8340,1.8,59.7,Fail,0
Sumit Joshi 8341,1.2,40.7,Fail,0
Dev Verma 8342,2.5,87.3,Fail,0
Miraj Shah 8343,7.9,55.5,Fail,0
Arjun Singh 8344,4.4,58.0,Fail,0
Smit Yadav 8345,6.1,33.1,Fail,0
Ansh Joshi 8346,7.3,87.0,Pass,1
Sahil Rana 8347,6.0,70.7,Pass,1
Tushar Chauhan 8348,5.7,52.2,Fail,0
Tushar Kapoor 8349,7.9,36.8,Fail,0
Miraj Yadav 8350,1.0,98.6,Fail,0
Neel Verma 8351,5.5,62.2,Fail,0
Sumit Patel 8352,0.3,85.8,Fail,0
Dev Patel 8353,8.4,63.4,Fail,0
Parth Gupta 8354,5.4,33.3,Fail,0
Kunal Kapoor 8355,9.1,85.3,Pass,1
Jay Kapoor 8356,4.4,33.9,Fail,0
Ravi Rana 8357,9.4,39.8,Fail,0
Yash Kapoor 8358,2.6,79.6,Fail,0
Dharaj Shah 8359,3.4,97.1,Fail,0
Rahul Shah 8360,2.8,55.8,Fail,0
Rohan Gupta 8361,2.4,63.2,Fail,0
Miraj Agarwal 8362,1.2,92.8,Fail,0
Vivek Gupta 8363,1.8,38.1,Fail,0
Hash Rana 8364,8.9,81.3,Pass,1
Palav Gupta 8365,6.8,87.0,Pass,1
Rohan Verma 8366,1.6,94.0,Fail,0
Dharaj Rana 8367,7.5,91.2,Pass,1
Kunal Kapoor 8368,6.8,68.5,Fail,0
Hash Verma 8369,5.0,62.4,Fail,0
Rahul Shah 8370,9.7,89.4,Pass,1
Sumit Desai 8371,0.2,61.9,Fail,0
Raj Verma 8372,2.1,88.9,Fail,0
Amit Mehta 8373,2.8,44.4,Fail,0
Parth Rana 8374,8.0,65.1,Fail,0
Raj Desai 8375,4.7,60.5,Fail,0
Neel Malik 8376,5.0,42.7,Fail,0
Neel Gupta 8377,1.9,76.5,Fail,0
Parth Verma 8378,5.7,69.3,Fail,0
Jay Shah 8379,0.5,33.6,Fail,0
Dharaj Joshi 8380,9.4,58.0,Fail,0
Ansh Shah 8381,1.2,68.6,Fail,0
Neel Patel 8382,7.6,73.1,Pass,1
Tushar Desai 8383,8.7,91.5,Pass,1
Hash Kapoor 8384,7.3,82.4,Pass,1
Tushar Mehta 8385,2.8,79.3,Fail,0
Parth Mehta 8386,6.8,86.2,Pass,1
Dev Desai 8387,8.7,68.1,Fail,0
Rahul Mehta 8388,6.8,37.1,Fail,0
Amit Shah 8389,5.0,51.9,Fail,0
Chirag Verma 8390,7.3,65.7,Fail,0
Utsav Kapoor 8391,5.1,79.2,Pass,1
Rohan Sharma 8392,9.6,64.1,Fail,0
Raj Sharma 8393,5.3,76.7,Pass,1
Nakul Desai 8394,2.2,56.3,Fail,0
Raj Desai 8395,8.6,38.8,Fail,0
Yash Yadav 8396,8.0,84.1,Pass,1
Varun Agarwal 8397,5.2,45.3,Fail,0
Smit Mehta 8398,6.2,49.0,Fail,0
Neel Mehta 8399,6.6,32.0,Fail,0
Vivek Desai 8400,2.5,43.6,Fail,0
Ansh Mehta 8401,7.1,53.5,Fail,0
Chirag Desai 8402,3.1,93.8,Fail,0
Dharaj Sharma 8403,6.2,69.7,Fail,0
Kunal Kapoor 8404,5.4,98.4,Pass,1
Nakul Malik 8405,2.5,47.4,Fail,0
Varun Malik 8406,3.7,88.3,Fail,0
Smit Mehta 8407,3.9,46.0,Fail,0
Raj Patel 8408,1.3,76.2,Fail,0
Yash Yadav 8409,7.4,77.5,Pass,1
Smit Agarwal 8410,3.2,47.3,Fail,0
Dev Kapoor 8411,5.1,53.5,Fail,0
Neel Singh 8412,6.1,84.2,Pass,1
Sumit Joshi 8413,0.9,82.0,Fail,0
Nakul Agarwal 8414,9.1,89.9,Pass,1
Miraj Desai 8415,3.3,79.9,Fail,0
Om Agarwal 8416,8.2,45.4,Fail,0
Rahul Sharma 8417,9.5,57.5,Fail,0
Tushar Shah 8418,3.7,58.2,Fail,0
Palav Agarwal 8419,4.9,83.2,Fail,0
Manav Shah 8420,7.2,41.4,Fail,0
Dharaj Desai 8421,4.7,35.9,Fail,0
Dev Rana 8422,1.5,44.8,Fail,0
Chirag Desai 8423,4.8,33.4,Fail,0
Rohan Mehta 8424,2.5,30.1,Fail,0
Dharaj Agarwal 8425,8.3,53.5,Fail,0
Varun Malik 8426,3.9,42.6,Fail,0
Dev Desai 8427,4.5,67.4,Fail,0
Arjun Desai 8428,1.9,78.4,Fail,0
Dharaj Patel 8429,4.7,73.6,Fail,0
Arjun Malik 8430,4.9,87.2,Fail,0
Amit Sharma 8431,4.4,66.7,Fail,0
Varun Mehta 8432,3.9,68.9,Fail,0
Nakul Agarwal 8433,6.3,75.2,Pass,1
Manav Chauhan 8434,2.1,38.7,Fail,0
Nakul Verma 8435,0.7,78.1,Fail,0
Palav Verma 8436,8.2,91.1,Pass,1
Bhavesh Verma 8437,6.4,36.4,Fail,0
Rohan Verma 8438,2.9,81.9,Fail,0
Miraj Gupta 8439,5.7,76.5,Pass,1
Varun Singh 8440,8.0,59.8,Fail,0
Ravi Joshi 8441,4.2,45.7,Fail,0
Kunal Chauhan 8442,9.1,98.7,Pass,1
Kunal Shah 8443,7.4,55.4,Fail,0
Yash Gupta 8444,6.1,79.5,Pass,1
Sahil Chauhan 8445,8.1,31.8,Fail,0
Raj Singh 8446,7.7,39.8,Fail,0
Rohan Malik 8447,4.4,93.4,Fail,0
Smit Desai 8448,2.0,81.4,Fail,0
Ravi Gupta 8449,1.5,69.5,Fail,0
Arjun Chauhan 8450,0.4,74.6,Fail,0
Om Verma 8451,5.1,69.6,Fail,0
Sahil Verma 8452,1.4,60.4,Fail,0
Om Sharma 8453,4.7,55.9,Fail,0
Palav Gupta 8454,5.9,99.5,Pass,1
Smit Agarwal 8455,0.5,97.3,Fail,0
Miraj Chauhan 8456,9.3,62.9,Fail,0
Kunal Agarwal 8457,8.3,61.8,Fail,0
Harsh Rana 8458,1.7,99.3,Fail,0
Ravi Rana 8459,3.1,95.8,Fail,0
Rahul Singh 8460,4.3,54.4,Fail,0
Varun Verma 8461,7.3,69.2,Fail,0
Kunal Patel 8462,6.0,76.9,Pass,1
Dev Singh 8463,9.7,32.7,Fail,0
Manav Gupta 8464,5.5,56.9,Fail,0
Smit Rana 8465,1.9,40.7,Fail,0
Amit Gupta 8466,8.0,61.6,Fail,0
Tushar Verma 8467,4.6,86.2,Fail,0
Manav Shah 8468,0.2,52.0,Fail,0
Om Shah 8469,7.4,94.6,Pass,1
Hash Chauhan 8470,9.2,80.3,Pass,1
Manav Malik 8471,10.0,62.1,Fail,0
Smit Desai 8472,5.2,97.2,Pass,1
Ravi Rana 8473,6.0,70.2,Pass,1
Miraj Verma 8474,8.1,51.6,Fail,0
Palav Rana 8475,5.5,79.7,Pass,1
Smit Rana 8476,9.2,35.9,Fail,0
Rahul Verma 8477,2.8,31.8,Fail,0
Dharaj Sharma 8478,9.0,77.5,Pass,1
Varun Chauhan 8479,3.2,67.2,Fail,0
Bhavesh Gupta 8480,4.5,57.4,Fail,0
Sumit Agarwal 8481,3.5,50.2,Fail,0
Rohan Agarwal 8482,2.9,85.6,Fail,0
Ravi Singh 8483,2.4,44.1,Fail,0
Sumit Joshi 8484,4.9,49.8,Fail,0
Om Shah 8485,6.8,31.2,Fail,0
Kunal Patel 8486,1.6,77.5,Fail,0
Ravi Mehta 8487,3.6,66.4,Fail,0
Sahil Agarwal 8488,3.2,48.7,Fail,0
Jay Patel 8489,4.9,51.4,Fail,0
Vivek Sharma 8490,7.2,80.1,Pass,1
Varun Patel 8491,6.0,91.8,Pass,1
Rahul Singh 8492,7.3,58.8,Fail,0
Rahul Rana 8493,8.7,33.3,Fail,0
Yash Sharma 8494,2.1,41.1,Fail,0
Nakul Joshi 8495,3.3,85.4,Fail,0
Chirag Chauhan 8496,9.0,41.5,Fail,0
Sumit Mehta 8497,0.5,93.5,Fail,0
Ravi Agarwal 8498,2.4,35.7,Fail,0
Yash Shah 8499,1.1,48.1,Fail,0
Ansh Mehta 8500,6.6,50.7,Fail,0
Utsav Mehta 8501,2.5,34.9,Fail,0
Nakul Joshi 8502,2.1,91.7,Fail,0
Chirag Singh 8503,8.9,42.9,Fail,0
Smit Desai 8504,6.2,36.6,Fail,0
Raj Verma 8505,6.2,71.8,Pass,1
Palav Sharma 8506,7.5,87.3,Pass,1
Kunal Gupta 8507,6.7,87.7,Pass,1
Dev Verma 8508,9.6,37.1,Fail,0
Dev Agarwal 8509,2.7,59.0,Fail,0
Chirag Malik 8510,0.1,78.6,Fail,0
Varun Agarwal 8511,1.2,61.8,Fail,0
Chirag Joshi 8512,8.9,53.3,Fail,0
Tushar Desai 8513,6.0,46.9,Fail,0
Raj Malik 8514,4.3,89.2,Fail,0
Ravi Sharma 8515,2.2,71.8,Fail,0
Miraj Singh 8516,4.7,53.7,Fail,0
Om Mehta 8517,4.4,74.0,Fail,0
Amit Yadav 8518,7.1,81.9,Pass,1
Amit Singh 8519,4.4,40.3,Fail,0
Kunal Singh 8520,1.7,89.4,Fail,0
Miraj Verma 8521,2.5,92.3,Fail,0
Chirag Verma 8522,3.3,84.2,Fail,0
Parth Chauhan 8523,6.7,84.9,Pass,1
Raj Agarwal 8524,5.0,43.0,Fail,0
Utsav Shah 8525,8.7,88.2,Pass,1
Smit Sharma 8526,7.5,74.6,Pass,1
Sumit Patel 8527,6.4,77.7,Pass,1
Neel Sharma 8528,1.9,83.9,Fail,0
Yash Mehta 8529,7.7,92.9,Pass,1
Om Mehta 8530,8.1,75.9,Pass,1
Sumit Joshi 8531,6.8,83.0,Pass,1
Ansh Mehta 8532,3.0,84.3,Fail,0
Manav Agarwal 8533,0.5,71.3,Fail,0
Ravi Sharma 8534,8.2,33.6,Fail,0
Sumit Patel 8535,4.1,40.9,Fail,0
Miraj Yadav 8536,4.7,65.4,Fail,0
Manav Agarwal 8537,8.1,47.4,Fail,0
Hash Verma 8538,9.6,72.4,Pass,1
Ravi Chauhan 8539,4.0,66.3,Fail,0
Vivek Gupta 8540,5.9,89.4,Pass,1
Dharaj Joshi 8541,7.0,67.6,Fail,0
Rahul Chauhan 8542,7.8,34.2,Fail,0
Amit Sharma 8543,5.1,40.4,Fail,0
Ravi Gupta 8544,0.8,60.5,Fail,0
Nakul Verma 8545,8.7,54.8,Fail,0
Tushar Desai 8546,6.0,80.8,Pass,1
Sumit Kapoor 8547,0.7,54.8,Fail,0
Amit Chauhan 8548,5.6,66.3,Fail,0
Bhavesh Shah 8549,8.3,70.2,Pass,1
Sumit Shah 8550,9.6,49.4,Fail,0
Nakul Rana 8551,0.9,71.1,Fail,0
Rohan Agarwal 8552,3.7,72.3,Fail,0
Smit Shah 8553,0.1,47.0,Fail,0
Vivek Agarwal 8554,9.3,99.2,Pass,1
Yash Chauhan 8555,7.4,61.9,Fail,0
Yash Shah 8556,1.9,86.6,Fail,0
Miraj Joshi 8557,5.4,99.9,Pass,1
Rahul Chauhan 8558,9.7,60.5,Fail,0
Dharaj Mehta 8559,2.5,37.5,Fail,0
Neel Patel 8560,0.8,40.5,Fail,0
Ravi Mehta 8561,9.9,69.1,Fail,0
Vivek Verma 8562,8.1,66.4,Fail,0
Neel Agarwal 8563,8.3,84.0,Pass,1
Nakul Gupta 8564,5.0,49.9,Fail,0
Vivek Yadav 8565,3.2,50.9,Fail,0
Yash Yadav 8566,4.1,57.4,Fail,0
Chirag Agarwal 8567,2.4,37.2,Fail,0
Neel Joshi 8568,2.9,88.4,Fail,0
Manav Chauhan 8569,1.6,88.0,Fail,0
Manav Desai 8570,0.1,52.7,Fail,0
Dharaj Yadav 8571,7.6,70.0,Pass,1
Palav Malik 8572,2.1,38.3,Fail,0
Varun Mehta 8573,5.1,93.7,Pass,1
Ansh Joshi 8574,0.9,89.0,Fail,0
Miraj Joshi 8575,4.7,90.5,Fail,0
Neel Sharma 8576,6.6,69.4,Fail,0
Miraj Yadav 8577,3.3,98.0,Fail,0
Hash Yadav 8578,9.0,53.2,Fail,0
Rohan Malik 8579,1.4,68.9,Fail,0
Neel Joshi 8580,2.3,37.2,Fail,0
Varun Desai 8581,0.6,64.1,Fail,0
Jay Mehta 8582,9.1,94.7,Pass,1
Miraj Rana 8583,6.0,89.1,Pass,1
Smit Singh 8584,10.0,84.8,Pass,1
Amit Agarwal 8585,3.7,38.3,Fail,0
Sahil Gupta 8586,7.2,64.7,Fail,0
Tushar Sharma 8587,2.6,86.4,Fail,0
Jay Singh 8588,5.9,42.7,Fail,0
Sumit Yadav 8589,3.6,71.3,Fail,0
Parth Malik 8590,7.9,60.5,Fail,0
Jay Shah 8591,8.9,62.7,Fail,0
Utsav Yadav 8592,3.7,76.0,Fail,0
Sumit Joshi 8593,3.6,49.7,Fail,0
Rahul Kapoor 8594,9.8,66.8,Fail,0
Miraj Sharma 8595,3.9,39.9,Fail,0
Arjun Chauhan 8596,3.8,61.1,Fail,0
Harsh Chauhan 8597,1.5,63.2,Fail,0
Raj Shah 8598,8.0,69.4,Fail,0
Utsav Mehta 8599,8.7,30.3,Fail,0
Vivek Kapoor 8600,4.8,93.0,Fail,0
Chirag Chauhan 8601,2.8,75.0,Fail,0
Vivek Desai 8602,0.3,40.8,Fail,0
Rahul Patel 8603,1.6,83.9,Fail,0
Kunal Kapoor 8604,0.8,57.4,Fail,0
Arjun Yadav 8605,9.3,74.0,Pass,1
Neel Kapoor 8606,9.0,96.7,Pass,1
Ansh Verma 8607,7.5,49.6,Fail,0
Raj Shah 8608,5.6,89.1,Pass,1
Rahul Patel 8609,5.7,64.9,Fail,0
Harsh Chauhan 8610,2.3,98.3,Fail,0
Jay Sharma 8611,2.0,54.2,Fail,0
Smit Mehta 8612,1.4,41.5,Fail,0
Raj Singh 8613,3.9,77.1,Fail,0
Nakul Sharma 8614,5.9,95.2,Pass,1
Yash Patel 8615,0.8,46.2,Fail,0
Om Gupta 8616,0.5,97.0,Fail,0
Manav Yadav 8617,3.5,57.7,Fail,0
Yash Agarwal 8618,6.6,30.1,Fail,0
Arjun Desai 8619,9.1,81.8,Pass,1
Ravi Kapoor 8620,2.2,58.7,Fail,0
Tushar Sharma 8621,9.8,42.8,Fail,0
Tushar Gupta 8622,5.3,60.5,Fail,0
Sumit Malik 8623,6.9,97.6,Pass,1
Tushar Patel 8624,9.4,85.7,Pass,1
Kunal Patel 8625,6.6,52.4,Fail,0
Chirag Malik 8626,7.3,43.0,Fail,0
Om Malik 8627,6.2,84.8,Pass,1
Nakul Shah 8628,2.6,86.5,Fail,0
Dharaj Shah 8629,0.4,50.9,Fail,0
Neel Chauhan 8630,3.8,52.8,Fail,0
Dev Patel 8631,6.1,50.2,Fail,0
Miraj Joshi 8632,1.2,41.0,Fail,0
Nakul Gupta 8633,8.6,90.3,Pass,1
Ansh Shah 8634,4.0,63.6,Fail,0
Dharaj Yadav 8635,4.7,98.4,Fail,0
Yash Singh 8636,7.9,89.3,Pass,1
Smit Gupta 8637,5.9,34.3,Fail,0
Raj Patel 8638,3.9,32.4,Fail,0
Palav Gupta 8639,2.2,50.9,Fail,0
Sumit Agarwal 8640,8.8,66.5,Fail,0
Varun Sharma 8641,2.0,44.8,Fail,0
Chirag Desai 8642,2.9,85.2,Fail,0
Amit Shah 8643,1.3,60.3,Fail,0
Tushar Kapoor 8644,6.2,97.8,Pass,1
Dharaj Sharma 8645,6.1,98.1,Pass,1
Chirag Gupta 8646,3.1,50.1,Fail,0
Rohan Sharma 8647,4.3,76.7,Fail,0
Chirag Yadav 8648,6.4,44.8,Fail,0
Rohan Joshi 8649,3.3,82.4,Fail,0
Harsh Chauhan 8650,1.1,61.6,Fail,0
Hash Singh 8651,9.6,80.0,Pass,1
Hash Chauhan 8652,10.0,74.7,Pass,1
Raj Joshi 8653,5.5,61.2,Fail,0
Chirag Kapoor 8654,9.1,52.8,Fail,0
Chirag Desai 8655,0.1,57.2,Fail,0
Varun Mehta 8656,3.4,74.3,Fail,0
Jay Mehta 8657,10.0,33.7,Fail,0
Varun Agarwal 8658,5.0,42.2,Fail,0
Raj Joshi 8659,3.0,40.1,Fail,0
Amit Joshi 8660,5.1,55.4,Fail,0
Miraj Joshi 8661,7.3,54.6,Fail,0
Kunal Rana 8662,4.8,53.8,Fail,0
Tushar Desai 8663,9.7,47.9,Fail,0
Bhavesh Agarwal 8664,4.6,44.7,Fail,0
Raj Mehta 8665,8.5,77.0,Pass,1
Manav Shah 8666,3.4,78.1,Fail,0
Palav Patel 8667,2.6,59.0,Fail,0
Palav Mehta 8668,3.0,50.3,Fail,0
Bhavesh Rana 8669,4.3,92.5,Fail,0
Sumit Shah 8670,1.2,67.0,Fail,0
Hash Mehta 8671,0.6,66.8,Fail,0
Chirag Agarwal 8672,3.1,33.9,Fail,0
Rahul Gupta 8673,7.7,70.6,Pass,1
Yash Joshi 8674,6.9,48.1,Fail,0
Kunal Joshi 8675,7.5,86.0,Pass,1
Manav Sharma 8676,2.2,80.9,Fail,0
Tushar Desai 8677,7.5,61.5,Fail,0
Vivek Sharma 8678,0.8,68.9,Fail,0
Ravi Rana 8679,9.4,67.4,Fail,0
Amit Sharma 8680,4.3,47.0,Fail,0
Dev Yadav 8681,3.4,50.4,Fail,0
Palav Chauhan 8682,5.2,93.9,Pass,1
Kunal Joshi 8683,0.9,43.7,Fail,0
Jay Yadav 8684,7.6,91.1,Pass,1
Nakul Sharma 8685,4.6,50.3,Fail,0
Dharaj Kapoor 8686,8.1,50.8,Fail,0
Bhavesh Yadav 8687,4.4,54.5,Fail,0
Neel Verma 8688,8.2,68.9,Fail,0
Palav Mehta 8689,1.3,65.5,Fail,0
Kunal Sharma 8690,4.6,99.8,Fail,0
Varun Desai 8691,4.0,64.2,Fail,0
Chirag Singh 8692,4.3,97.9,Fail,0
Harsh Joshi 8693,1.5,93.6,Fail,0
Tushar Malik 8694,3.4,94.8,Fail,0
Dharaj Kapoor 8695,0.4,50.5,Fail,0
Tushar Joshi 8696,9.6,31.2,Fail,0
Dharaj Shah 8697,7.8,86.3,Pass,1
Smit Desai 8698,1.8,37.1,Fail,0
Yash Joshi 8699,6.8,75.4,Pass,1
Sahil Malik 8700,3.4,97.0,Fail,0
Miraj Kapoor 8701,10.0,93.0,Pass,1
Parth Malik 8702,5.1,69.6,Fail,0
Dharaj Joshi 8703,10.0,72.2,Pass,1
Om Gupta 8704,9.8,43.0,Fail,0
Neel Rana 8705,0.4,98.6,Fail,0
Vivek Yadav 8706,9.0,76.8,Pass,1
Nakul Chauhan 8707,7.1,78.9,Pass,1
Rohan Malik 8708,6.7,72.7,Pass,1
Neel Shah 8709,9.2,43.4,Fail,0
Om Rana 8710,9.4,77.6,Pass,1
Vivek Kapoor 8711,3.6,64.6,Fail,0
Parth Chauhan 8712,0.6,82.1,Fail,0
Vivek Mehta 8713,2.1,73.6,Fail,0
Harsh Malik 8714,8.5,77.4,Pass,1
Hash Patel 8715,5.1,45.2,Fail,0
Parth Malik 8716,7.6,57.1,Fail,0
Utsav Gupta 8717,6.0,84.4,Pass,1
Dev Malik 8718,4.2,71.9,Fail,0
Jay Rana 8719,9.3,97.3,Pass,1
Om Patel 8720,8.7,33.4,Fail,0
Tushar Joshi 8721,6.3,72.7,Pass,1
Rahul Singh 8722,7.7,66.5,Fail,0
Manav Kapoor 8723,2.6,41.7,Fail,0
Kunal Agarwal 8724,5.2,42.9,Fail,0
Kunal Sharma 8725,6.2,76.8,Pass,1
Rohan Patel 8726,0.7,77.0,Fail,0
Arjun Singh 8727,9.9,92.2,Pass,1
Rohan Kapoor 8728,0.5,97.7,Fail,0
Bhavesh Singh 8729,5.8,96.8,Pass,1
Tushar Desai 8730,9.7,39.7,Fail,0
Parth Sharma 8731,0.8,48.0,Fail,0
Manav Kapoor 8732,8.7,77.2,Pass,1
Palav Chauhan 8733,2.5,39.8,Fail,0
Harsh Sharma 8734,8.6,75.4,Pass,1
Jay Sharma 8735,4.6,97.7,Fail,0
Sahil Sharma 8736,0.8,73.5,Fail,0
Chirag Kapoor 8737,7.0,74.7,Pass,1
Sumit Mehta 8738,3.8,41.8,Fail,0
Bhavesh Verma 8739,4.5,74.4,Fail,0
Sumit Malik 8740,5.8,77.5,Pass,1
Arjun Verma 8741,0.6,84.9,Fail,0
Palav Rana 8742,2.6,56.1,Fail,0
Amit Agarwal 8743,6.4,82.4,Pass,1
Om Kapoor 8744,4.3,93.0,Fail,0
Raj Kapoor 8745,9.4,60.2,Fail,0
Om Patel 8746,7.0,45.2,Fail,0
Nakul Rana 8747,5.5,73.5,Pass,1
Palav Chauhan 8748,1.9,37.4,Fail,0
Palav Patel 8749,1.1,31.5,Fail,0
Parth Verma 8750,6.4,58.6,Fail,0
Raj Rana 8751,6.2,78.1,Pass,1
Sahil Malik 8752,3.5,65.1,Fail,0
Raj Gupta 8753,4.0,55.3,Fail,0
Hash Sharma 8754,8.0,40.0,Fail,0
Smit Desai 8755,2.3,82.0,Fail,0
Hash Shah 8756,0.4,85.9,Fail,0
Amit Agarwal 8757,1.8,54.6,Fail,0
Manav Verma 8758,2.4,75.9,Fail,0
Parth Gupta 8759,6.7,54.9,Fail,0
Om Malik 8760,0.0,37.1,Fail,0
Rahul Yadav 8761,4.4,42.8,Fail,0
Dharaj Yadav 8762,6.9,57.4,Fail,0
Kunal Shah 8763,2.5,94.9,Fail,0
Amit Chauhan 8764,7.0,43.6,Fail,0
Utsav Patel 8765,4.3,61.6,Fail,0
Dharaj Mehta 8766,9.7,93.7,Pass,1
Arjun Shah 8767,5.9,55.9,Fail,0
Dev Gupta 8768,2.7,50.0,Fail,0
Rahul Desai 8769,5.0,66.0,Fail,0
Manav Patel 8770,4.0,42.4,Fail,0
Bhavesh Agarwal 8771,6.6,94.0,Pass,1
Sumit Verma 8772,9.0,96.0,Pass,1
Smit Desai 8773,7.8,75.3,Pass,1
Sahil Agarwal 8774,8.4,59.2,Fail,0
Tushar Shah 8775,2.7,32.7,Fail,0
Yash Chauhan 8776,8.0,34.3,Fail,0
Manav Kapoor 8777,0.5,43.0,Fail,0
Vivek Singh 8778,0.6,75.5,Fail,0
Sumit Patel 8779,5.8,44.8,Fail,0
Dharaj Yadav 8780,8.2,84.9,Pass,1
Chirag Yadav 8781,2.6,61.4,Fail,0
Hash Singh 8782,3.3,38.7,Fail,0
Ansh Sharma 8783,5.0,71.0,Pass,1
Jay Yadav 8784,3.4,90.0,Fail,0
Ravi Patel 8785,9.4,56.1,Fail,0
Kunal Verma 8786,0.7,37.3,Fail,0
Bhavesh Mehta 8787,6.4,79.1,Pass,1
Nakul Chauhan 8788,4.7,48.0,Fail,0
Parth Verma 8789,5.2,80.6,Pass,1
Dev Chauhan 8790,7.9,97.7,Pass,1
Utsav Kapoor 8791,6.7,35.9,Fail,0
Vivek Agarwal 8792,2.3,85.1,Fail,0
Harsh Gupta 8793,0.9,92.2,Fail,0
Kunal Singh 8794,5.4,74.7,Pass,1
Bhavesh Malik 8795,6.2,37.2,Fail,0
Palav Singh 8796,5.6,73.4,Pass,1
Miraj Kapoor 8797,6.8,69.5,Fail,0
Dharaj Shah 8798,0.2,85.8,Fail,0
Sumit Patel 8799,3.4,94.0,Fail,0
Ansh Mehta 8800,0.7,33.7,Fail,0
Parth Agarwal 8801,7.2,55.7,Fail,0
Palav Chauhan 8802,5.5,31.4,Fail,0
Arjun Verma 8803,4.7,64.9,Fail,0
Chirag Mehta 8804,4.8,89.2,Fail,0
Dharaj Yadav 8805,4.8,77.3,Fail,0
Smit Chauhan 8806,1.0,51.5,Fail,0
Yash Malik 8807,3.0,81.1,Fail,0
Kunal Verma 8808,5.3,52.8,Fail,0
Smit Verma 8809,1.3,93.4,Fail,0
Dev Kapoor 8810,4.3,50.0,Fail,0
Nakul Yadav 8811,7.5,88.3,Pass,1
Amit Joshi 8812,5.1,46.0,Fail,0
Palav Patel 8813,0.1,56.6,Fail,0
Varun Kapoor 8814,2.8,35.0,Fail,0
Vivek Desai 8815,3.8,36.3,Fail,0
Yash Shah 8816,5.4,91.8,Pass,1
Kunal Patel 8817,0.4,61.5,Fail,0
Smit Joshi 8818,3.8,61.6,Fail,0
Nakul Desai 8819,8.9,52.8,Fail,0
Harsh Singh 8820,7.2,64.7,Fail,0
Vivek Joshi 8821,1.5,50.4,Fail,0
Kunal Kapoor 8822,8.8,32.1,Fail,0
Neel Yadav 8823,9.1,99.7,Pass,1
Smit Verma 8824,0.8,54.7,Fail,0
Dharaj Agarwal 8825,4.3,47.1,Fail,0
Palav Sharma 8826,3.8,71.8,Fail,0
Manav Joshi 8827,9.6,46.5,Fail,0
Chirag Gupta 8828,9.9,70.2,Pass,1
Palav Joshi 8829,0.6,31.4,Fail,0
Sahil Desai 8830,1.5,60.9,Fail,0
Raj Patel 8831,4.9,78.8,Fail,0
Nakul Rana 8832,6.6,49.5,Fail,0
Dharaj Gupta 8833,8.7,51.5,Fail,0
Jay Rana 8834,8.7,77.0,Pass,1
Neel Chauhan 8835,0.5,58.7,Fail,0
Tushar Yadav 8836,2.8,40.0,Fail,0
Dharaj Chauhan 8837,2.8,83.6,Fail,0
Rohan Agarwal 8838,6.5,98.5,Pass,1
Yash Joshi 8839,9.4,35.3,Fail,0
Miraj Verma 8840,1.2,30.8,Fail,0
Dev Rana 8841,3.0,95.8,Fail,0
Palav Yadav 8842,1.5,57.9,Fail,0
Tushar Sharma 8843,6.8,56.4,Fail,0
Jay Chauhan 8844,2.4,57.5,Fail,0
Varun Chauhan 8845,10.0,59.2,Fail,0
Rohan Chauhan 8846,6.6,31.4,Fail,0
Miraj Rana 8847,0.6,96.9,Fail,0
Hash Mehta 8848,0.9,86.4,Fail,0
Tushar Kapoor 8849,0.3,87.0,Fail,0
Arjun Gupta 8850,8.1,59.3,Fail,0
Palav Chauhan 8851,9.0,43.0,Fail,0
Ansh Sharma 8852,7.0,50.0,Fail,0
Utsav Joshi 8853,0.9,35.1,Fail,0
Chirag Gupta 8854,5.7,33.4,Fail,0
Rahul Malik 8855,7.4,43.5,Fail,0
Vivek Malik 8856,3.9,33.5,Fail,0
Neel Desai 8857,2.1,69.2,Fail,0
Om Mehta 8858,0.1,54.1,Fail,0
Bhavesh Shah 8859,6.0,57.1,Fail,0
Jay Kapoor 8860,8.0,90.8,Pass,1
Nakul Yadav 8861,1.3,95.4,Fail,0
Nakul Kapoor 8862,3.1,63.9,Fail,0
Rohan Rana 8863,1.8,42.6,Fail,0
Arjun Shah 8864,7.7,88.0,Pass,1
Harsh Gupta 8865,1.3,43.9,Fail,0
Amit Malik 8866,2.6,92.3,Fail,0
Yash Chauhan 8867,3.0,60.9,Fail,0
Ansh Yadav 8868,7.4,87.2,Pass,1
Neel Mehta 8869,2.1,77.9,Fail,0
Tushar Verma 8870,8.8,92.8,Pass,1
Raj Rana 8871,8.3,81.0,Pass,1
Smit Malik 8872,8.7,36.4,Fail,0
Smit Malik 8873,6.1,93.7,Pass,1
Sahil Rana 8874,0.7,69.7,Fail,0
Rohan Rana 8875,9.2,80.2,Pass,1
Neel Agarwal 8876,7.5,41.2,Fail,0
Manav Singh 8877,3.0,93.2,Fail,0
Dharaj Rana 8878,2.2,86.9,Fail,0
Om Agarwal 8879,6.6,31.3,Fail,0
Dharaj Yadav 8880,7.1,96.1,Pass,1
Harsh Kapoor 8881,1.0,43.1,Fail,0
Sumit Desai 8882,9.4,47.0,Fail,0
